ID,Comment,Cleaned_Comment,Lemmatized_Comment,Label
98,Bong Joon-ho always manages to create films that somehow define genres and exist in a realm of their own. Parasite is no exception.,bong joonho always manages create films somehow define genres exist realm parasite exception,bong joonho always manages create film somehow define genre exist realm parasite exception,neutral
99,yup there’s no better way to be spending my 21st birthday than with my favourite film of all time <3,yup theres better way spending 21st birthday favourite film time 3,yup there better way spending 21st birthday favourite film time 3,positive
100,"when i say eat the rich, the rich mom from parasite is excluded from that narrative",say eat rich rich mom parasite excluded narrative,say eat rich rich mom parasite excluded narrative,positive
101,"Last night, I watched a group of beautiful Asian people get on stage at the Dolby Theatre in Los Angeles and accept the most prestigious award that the American entertainment industry can bestow on a piece of art.",last night watched group beautiful asian people get stage dolby theatre los angeles accept prestigious award american entertainment industry bestow piece art,last night watched group beautiful asian people get stage dolby theatre los angeles accept prestigious award american entertainment industry bestow piece art,positive
102,"Just unbelievable.  It’s been a long, long time since I’ve felt so wholly gripped by a film from beginning to end.  Jesus Christ, it’s good.",unbelievable long long time since ive felt wholly gripped film beginning end jesus christ good,unbelievable long long time since ive felt wholly gripped film beginning end jesus christ good,positive
103,"the tent won’t leak, it’s american.",tent wont leak american,tent wont leak american,neutral
104,"i laughed, i cried (a number of times), i sweat, i danced, i got *smiles* shot, i ate, and... i had many epiphanies",laughed cried number times sweat danced got smiles shot ate many epiphanies,laughed cried number time sweat danced got smile shot ate many epiphany,positive
105,Letterboxd Season Challenge 19-20,letterboxd season challenge 1920,letterboxd season challenge 1920,neutral
106,okay i’m daring literally any other film to be as good as this,okay im daring literally film good,okay im daring literally film good,positive
107,holy fucking shit,holy fucking shit,holy fucking shit,negative
108,America needs to say fuck off to “genre” and get on board with Korean style tonal shifts. Entire runtime was absolutely searing.,america needs say fuck genre get board korean style tonal shifts entire runtime absolutely searing,america need say fuck genre get board korean style tonal shift entire runtime absolutely searing,negative
109,"So much to dissect. So much I can't say without spoilers. Don't watch trailers, don't read descriptions, just watch the movie. It's the perfect storm that somehow strikes a balance between mainstream/accessible and profound/layered. I love it so much.",much dissect much cant say without spoilers dont watch trailers dont read descriptions watch movie perfect storm somehow strikes balance mainstreamaccessible profoundlayered love much,much dissect much cant say without spoiler dont watch trailer dont read description watch movie perfect storm somehow strike balance mainstreamaccessible profoundlayered love much,positive
